42000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
43000000,LEDGER,?,?,20000726,SYSADMIN,?,?,?
44000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
45000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
46000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
47000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
48000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
49000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
50000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
52000000,LEDGER,?,?,19980918,SYSADMIN,?,?,?
53000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
54000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
55000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
56000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
57000000,LEDGER,?,?,20040915,sysadmin,?,?,?
58000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
59000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
60000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
61000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
62000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
63000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
64000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
65000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
67000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
68000000,LEDGER,?,?,19991015,SYSADMIN,?,?,?
69000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
70000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
71000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
72000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
73000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
74000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
75000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
76000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
77000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
78000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
79000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
80000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
81000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
82000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
83000000,LEDGER,?,?,19990324,SYSADMIN,?,?,?
84000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
85000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
86000000,LEDGER,?,?,19990204,SYSADMIN,?,?,?
87000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
88000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
89000000,LEDGER,?,?,20011012,SYSADMIN,?,?,?
91000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
92000000,LEDGER,?,?,20000111,SYSADMIN,?,?,?
94000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
95000000,LEDGER,?,?,19980101,SYSADMIN,?,?,?
96000000,LEDGER,?,?,20040915,SYSADMIN,?,?,?
97000000,LEDGER,?,?,20040915,SYSADMIN,?,?,?
201000000,LEDGER,?,?,20061215,?,?,?,?
205000000,LEDGER,?,?,20040915,sysadmin,?,?,?
206000000,LEDGER,?,?,20090316,sysadmin,?,?,?
208000000,LEDGER,?,?,20040915,sysadmin,?,?,?
405000000,LEDGER,?,?,20061215,?,?,?,?
505000000,LEDGER,?,?,20061215,?,?,?,?
655000000,LEDGER,?,?,20090316,sysadmin,?,?,?
725000000,LEDGER,?,?,20090316,sysadmin,?,?,?
801000000,LEDGER,?,?,20040915,sysadmin,?,?,?
802000000,LEDGER,?,?,20090316,sysadmin,?,?,?
803000000,LEDGER,?,?,20090316,sysadmin,?,?,?
805000000,LEDGER,?,?,20040915,sysadmin,?,?,?
881000000,LEDGER,?,?,20090316,sysadmin,?,?,?
882000000,LEDGER,?,?,20090316,sysadmin,?,?,?
883000000,LEDGER,?,?,20090316,sysadmin,?,?,?
884000000,LEDGER,?,?,20090316,sysadmin,?,?,?
885000000,LEDGER,?,?,20090316,sysadmin,?,?,?
886000000,LEDGER,?,?,20090316,sysadmin,?,?,?
887000000,LEDGER,?,?,20090316,sysadmin,?,?,?
905000000,LEDGER,?,?,20061215,?,?,?,?
913000000,LEDGER,?,?,20090316,sysadmin,?,?,?
914000000,LEDGER,?,?,20090316,sysadmin,?,?,?
915000000,LEDGER,?,?,20090316,sysadmin,?,?,?
